Gini	group	gene
0.820601012769416	EPE	NT5C2
0.983724702441821	EPE	NT5C2
0.819969099638926	EPE	NT5C2
0.783613955692933	EPE	NT5C2
1.00867891010886	EPE	NT5C2
0.999194011215702	EPE	NT5C2
1.00502538844779	EPE	NT5C2
0.885338239187644	EPE	NT5C2
1.18556943964759	EPE	NT5C2
1.06339732579545	EPE	NT5C2
0.882298696187416	EPE	NT5C2
0.955044274617543	EPE	NT5C2
0.897300776771128	EPE	NT5C2
0.790620321272266	EPE	NT5C2
1.02219801110116	EPE	NT5C2
0.960640650977186	EPE	NT5C2
1.1044489214589	EPE	NT5C2
1.14598437718904	EPE	NT5C2
0.819892707976228	EPE	NT5C2
0.774892389354555	EPE	NT5C2
0.903712365304561	EPE	NT5C2
0.89076581442998	EPE	NT5C2
1.10898420919919	EPE	NT5C2
0.836332221003241	EPE	NT5C2
0.997094965587369	EPE	NT5C2
0.817117315454679	EPE	NT5C2
0.948254067319108	EPE	NT5C2
0.962989908611	EPE	NT5C2
0.96202149840826	EPE	NT5C2
0.796331192464322	EPE	NT5C2
0.838702600080171	EPE	NT5C2
1.03384757155129	EPE	NT5C2
0.687833399793023	EPE	NT5C2
0.976736565511972	EPE	NT5C2
0.909635750058387	EPE	NT5C2
1.17511271948978	EPE	NT5C2
0.842954010474944	EPE	NT5C2
0.866466493825493	EPE	NT5C2
0.918355244549508	EPE	NT5C2
1.00607554633075	EPE	NT5C2
1.01038037759646	EPE	NT5C2
1.15385695057758	EPE	NT5C2
0.789387975695228	EPE	NT5C2
0.732778055358935	EPE	NT5C2
0.976226233755555	EPE	NT5C2
0.99943049802572	EPE	NT5C2
0.94908648447277	EPE	NT5C2
1.09380567120445	EPE	NT5C2
0.85055453900843	EPE	NT5C2
0.854775223536917	EPE	NT5C2
0.813994655073233	EPE	NT5C2
0.946576542210494	EPE	NT5C2
0.847122916531982	EPE	NT5C2
1.02385946490512	EPE	NT5C2
0.970141473008392	EPE	NT5C2
0.757774071496689	EPE	NT5C2
0.790855611089419	EPE	NT5C2
1.03302344757509	EPE	NT5C2
0.844479988388435	EPE	NT5C2
0.903635378771213	EPE	NT5C2
1.0858287368635	EPE	NT5C2
1.10310263373407	EPE	NT5C2
0.921486306661517	EPE	NT5C2
1.10853142543231	EPE	NT5C2
0.950948787366979	EPE	NT5C2
0.95556963926424	EPE	NT5C2
1.1065646232655	EPE	NT5C2
1.10254991251238	EPE	NT5C2
1.0195996709255	EPE	NT5C2
1.14951337119045	EPE	NT5C2
0.932761355035024	EPE	NT5C2
0.90735395514952	EPE	NT5C2
0.952990890026024	EPE	NT5C2
1.08881948862046	EPE	NT5C2
0.99280047151867	EPE	NT5C2
0.94968308754952	EPE	NT5C2
0.970577086969241	EPE	NT5C2
1.01256138547792	EPE	NT5C2
1.15838976576636	EPE	NT5C2
1.0294890111556	CTRL	NT5C2
1.10033210325719	CTRL	NT5C2
0.793763380455919	CTRL	NT5C2
1.11877310505428	CTRL	NT5C2
1.38253838703407	CTRL	NT5C2
0.818831554827313	CTRL	NT5C2
1.04010198805794	CTRL	NT5C2
0.860656264234407	CTRL	NT5C2
0.854493444540545	CTRL	NT5C2
0.861163742800009	CTRL	NT5C2
1.14226868175794	CTRL	NT5C2
1.20431619333138	CTRL	NT5C2
1.02392660107312	CTRL	NT5C2
0.984975686044608	CTRL	NT5C2
0.903036420774436	CTRL	NT5C2
1.1347799167051	CTRL	NT5C2
0.974844482129922	CTRL	NT5C2
0.892963686800368	CTRL	NT5C2
0.771337751526657	CTRL	NT5C2
0.825632897873543	CTRL	NT5C2
1.03779756269212	CTRL	NT5C2
1.09426796608495	CTRL	NT5C2
0.978898641208589	CTRL	NT5C2
1.01723605394507	CTRL	NT5C2
1.11655218277684	CTRL	NT5C2
1.04630711018719	CTRL	NT5C2
1.18878427723823	CTRL	NT5C2
1.01057660942469	CTRL	NT5C2
0.866131762706739	CTRL	NT5C2
0.908742319725169	CTRL	NT5C2
1.3294695413642	CTRL	NT5C2
1.0243852812768	CTRL	NT5C2
1.0352870596798	CTRL	NT5C2
0.918400159817012	CTRL	NT5C2
0.888970844204978	CTRL	NT5C2
1.08407850860586	CTRL	NT5C2
1.11118937981433	CTRL	NT5C2
1.1896843287895	CTRL	NT5C2
0.831000567187018	CTRL	NT5C2
1.13068791250586	CTRL	NT5C2
0.811772411511985	CTRL	NT5C2
1.07833970434901	CTRL	NT5C2
1.10987677469564	CTRL	NT5C2
0.708879608331377	CTRL	NT5C2
0.932106941747435	CTRL	NT5C2
1.07059691240612	CTRL	NT5C2
0.965603349715034	CTRL	NT5C2
1.03823773312171	CTRL	NT5C2
0.973499817521623	CTRL	NT5C2
1.15702346547308	CTRL	NT5C2
1.07095750878865	CTRL	NT5C2
0.965316929337904	CTRL	NT5C2
1.08831545382709	CTRL	NT5C2
0.992677209752661	CTRL	NT5C2
0.876108149650816	CTRL	NT5C2
1.09255374515192	CTRL	NT5C2
0.900102563988042	CTRL	NT5C2
0.941043197891506	CTRL	NT5C2
1.06192415203965	CTRL	NT5C2
0.965447975555392	CTRL	NT5C2
1.02014208884281	CTRL	NT5C2
0.823328919352032	CTRL	NT5C2
1.02897552318543	CTRL	NT5C2
0.914003641113046	CTRL	NT5C2
1.01836969864108	CTRL	NT5C2
0.818947662370737	CTRL	NT5C2
0.891320360775083	CTRL	NT5C2
0.92455508212659	CTRL	NT5C2
1.04542583898677	CTRL	NT5C2
0.955442836181791	CTRL	NT5C2
0.943865836865091	CTRL	NT5C2
0.827028192757256	CTRL	NT5C2
